game_store_id,dhlottery_code,store_name,address,region,method,latitude,longitude,lottery_type,round,prize_tier,store_rank,winning_amount,created_at,crawled_at,winning_count
SPEEDLOTTO_1000_STORE_00001,71163862,행운미니슈퍼,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00002,74169508,행복점빵,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00003,74163205,충훈행운나라복권방,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00004,74162922,다니엘사,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00005,71168413,소망복권,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00006,74660130,일레븐마트,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00007,72961279,로또일번지,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00008,71168060,꿀팁 복권명당,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,2
SPEEDLOTTO_1000_STORE_00009,71164199,잠실매점,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,3
SPEEDLOTTO_1000_STORE_00010,74861689,블루25부원점,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00011,74560172,혜성프라자,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00012,71162042,뉴골드나라,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00013,74360225,복권명당,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00014,71168119,현클로바,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00015,74863692,로또플렉스 시티세븐점,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00016,74160276,골든피그,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,6
SPEEDLOTTO_1000_STORE_00017,71164359,에이원텔레콤,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00018,74168117,여주신륵로또,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00019,74169242,행운복권,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00020,72864407,여의주로또복권,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00021,74560141,현대장미슈퍼,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,2
SPEEDLOTTO_1000_STORE_00022,72761597,굿럭복권,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00023,72761319,이마트24연경뉴웰시티점,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00024,74660723,종합복권방,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00025,71167404,로또은행복권방,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00026,74863502,진례로또명당,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00027,74461572,이마트24 용두휴게소점,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
SPEEDLOTTO_1000_STORE_00028,72660105,우리들마트,,미상,,,,speedlotto_1000,106,first,1,500000000,2026-04-26T11:54:19.191706,2026-04-26T11:54:19.191706,1
